,Tickers,day_of
1037,NCR,1995-10-12
1038,MMM,1999-03-12
1039,MMM,2000-05-11
1040,ECOL,1989-02-09
1041,STRT,2000-03-31
1042,STRT,2001-01-10
1043,STRT,2002-06-18
1044,STRT,2003-01-03
1045,FMC,1976-06-30
1046,UVE,1989-08-01
1047,UVE,1991-08-12
1048,UVE,1997-12-15
1049,UVE,1997-12-15
1050,MMM,1997-10-03
1051,MMM,1998-04-03
1052,MMM,1999-07-30
1053,MMM,2000-06-01
1054,MMM,2000-03-08
1055,MMM,2002-08-07
1056,MMM,2002-06-27
1057,MMM,2000-12-01
1058,MMM,2000-12-01
1059,MMM,2000-12-01
1060,MMM,2000-12-01
1061,MMM,2003-03-21
1062,MMM,1997-01-28
1063,MMM,2000-03-27
1064,MMM,2007-07-31
1065,NSSC,1985-08-13
1066,NSSC,1990-02-28
1067,DWPP,2003-03-11
1068,DWPP,2004-06-25
1069,DWPP,2005-08-24
1070,DWPP,2003-03-11
1071,SCPE,2000-11-13
1072,SCPE,2001-11-16
1073,SCPE,2001-11-16
1074,SCPE,2003-08-21
1075,GTBP,1981-06-15
1076,GTBP,1990-04-30
1077,GTBP,1991-07-17
1078,GTBP,1993-05-07
1079,GTBP,1988-10-12
1080,GTBP,1994-06-20
1081,GTBP,1998-04-28
1082,GTBP,1999-06-30
1083,GSQD,2002-02-05
1084,GTBP,2003-06-17
1085,GTBP,2004-11-05
1086,GTBP,2003-06-02
1087,GTBP,2004-03-04
1088,GTBP,2003-10-17
1089,SAIC,2004-08-30
1090,PPG,1985-12-12
1091,ITT,1984-12-31
1092,ITT,1987-03-17
1093,ITT,1989-07-06
1094,ITT,1992-10-14
1095,ITT,1992-07-22
1096,ITT,1994-08-10
1097,ITT,1999-05-07
1098,ITT,2001-01-30
1099,JJSF,1983-07-08
1100,FMC,1988-07-22
1101,FMC,1989-01-04
1102,ITT,1996-04-10
1103,ITT,1998-12-22
1104,ITT,2000-09-13
1105,LYTS,2005-12-29
1106,GSQD,1993-06-21
1107,GSQD,1995-06-06
1108,GSQD,1995-11-24
1109,GSQD,1995-06-06
1110,GSQD,1995-06-06
1111,GSQD,1994-02-04
1112,MGPI,2001-01-03
1113,PCAR,2007-07-19
1114,UVE,1998-04-29
1115,UVE,1999-06-15
1116,FMC,1976-06-30
1117,GSQD,1995-01-27
1118,ABB,1992-02-25
1119,GSQD,1994-01-27
1120,GSQD,1995-11-24
1121,GSQD,1994-02-04
1122,GSQD,1995-06-06
1123,GSQD,1995-06-06
1124,GSQD,1995-06-06
1125,GSQD,1995-11-15
1126,GSQD,1995-06-06
1127,GSQD,1994-02-04
1128,GSQD,1995-06-06
1129,GSQD,1995-11-15
1130,GSQD,1995-06-06
1131,GSQD,1995-06-06
1132,ITT,1989-07-19
1133,ITT,1989-06-29
1134,ITT,1984-03-02
1135,ITT,1983-12-30
1136,NCR,1996-08-30
1137,NCR,1996-11-20
1138,NCR,1998-02-06
1139,NCR,1998-02-06
1140,ECOL,1996-04-30
1141,NXPI,2002-06-27
1142,NXPI,2003-11-26
1143,MMM,1999-10-01
1144,AME,1988-09-12
1145,SP,1996-10-31
1146,MMM,2000-11-22
1147,MMM,2000-11-22
1148,MMM,2001-11-29
1149,MMM,2001-06-07
1150,MTSI,2003-12-23
1151,MTSI,2004-05-18
1152,MTSI,2005-05-03
1153,XRAY,1993-12-08
1154,XRAY,1994-07-01
1155,ACEV,1997-09-12
1156,ACEV,1999-08-21
1157,ACEV,2001-04-23
1158,ACEV,2001-12-15
1159,ACEV,2005-05-05
1160,AGCO,2000-12-04
1161,FMC,1997-04-18
1162,LYTS,2001-11-01
1163,LYTS,2002-05-20
1164,ABB,2007-02-05
1165,MMM,2000-10-27
1166,BP,1996-06-17
1167,BP,1997-07-09
1168,MMM,1998-05-01
1169,MMM,2001-01-16
1170,MMM,1998-09-15
1171,MMM,2001-12-20
1172,MMM,2003-12-31
1173,MMM,2004-12-28
1174,MMM,2006-07-12
1175,LB,1997-07-01
1176,ABMD,1989-06-15
1177,ABMD,1989-06-15
1178,RFIL,1999-03-05
1179,RFIL,2001-04-06
1180,RFIL,1996-08-29
1181,GSQD,1981-08-10
1182,DWPP,2002-09-17
1183,RES,1978-11-09
1184,MKSI,2005-03-09
1185,LYTS,1996-06-20
1186,LYTS,1996-10-21
1187,LYTS,1997-11-13
1188,LYTS,1997-07-02
1189,LYTS,1997-09-08
1190,LYTS,1997-11-13
1191,LYTS,1998-06-26
1192,LYTS,1997-11-10
1193,LYTS,2001-02-14
1194,LYTS,2001-02-14
1195,LYTS,2001-02-14
1196,LYTS,2001-02-14
1197,LYTS,1998-09-30
1198,LYTS,2000-10-02
1199,LYTS,2000-10-02
1200,LYTS,2000-10-02
1201,JPM,2004-08-11
1202,FMC,1990-05-07
1203,FMC,1988-12-19
1204,USCR,1996-08-23
1205,USCR,1992-11-18
1206,PPG,1977-05-04
1207,ABB,1989-10-03
1208,LYTS,2003-12-08
1209,LYTS,2008-09-10
1210,LYTS,2002-10-15
1211,LYTS,2002-10-15
1212,ITT,1994-11-07
1213,FMC,1989-03-02
1214,ITT,2002-07-12
1215,CTIC,2002-03-22
1216,CTIC,2003-04-15
1217,ITT,1976-01-06
1218,ITT,1977-05-09
1219,ITT,1977-07-08
1220,UVE,1988-03-01
1221,CSGS,1995-12-29
1222,CSGS,1998-05-07
1223,ECOL,1995-06-14
1224,ECOL,1998-01-23
1225,ECOL,1998-01-23
1226,SCPE,2003-08-25
1227,SCPE,2003-06-26
1228,PPG,2000-02-25
1229,GSQD,2001-10-05
1230,GSQD,1999-12-22
1231,ECOL,1997-12-31
1232,LYTS,2003-03-20
1233,MAG,2001-08-28
1234,UVE,1994-01-18
1235,ITT,2005-10-07
1236,ITT,2001-12-21
1237,REX,2006-05-02
1238,ASA,2005-02-24
1239,NL,1978-07-07
1240,EMKR,2004-07-08
1241,EMKR,2006-10-04
1242,ITT,1976-01-08
1243,NCR,1991-01-11
1244,NCR,1992-11-20
1245,ITT,1989-04-10
1246,ECOL,1982-03-01
1247,NRG,1991-12-09
1248,UVE,1980-07-28
1249,ABB,2000-04-14
1250,NCR,1987-02-27
1251,TCP,1991-02-20
1252,ASA,1979-08-22
1253,BEST,2000-04-26
1254,BEST,2000-03-23
1255,NL,1978-07-07
1256,NL,1978-08-21
1257,CCLP,2000-10-10
1258,PFIN,1973-12-10
1259,PFIN,1973-03-16
1260,ITT,1995-03-29
1261,JJSF,1985-06-20
1262,JJSF,1986-07-25
1263,JJSF,1974-12-13
1264,JJSF,1974-12-13
1265,JJSF,1974-12-13
1266,JJSF,1976-10-12
1267,JJSF,1976-05-24
1268,JJSF,1977-03-25
1269,JJSF,1976-06-16
1270,JJSF,1977-04-22
1271,JJSF,1986-04-21
1272,JJSF,1984-01-12
1273,JJSF,1987-10-19
1274,JJSF,1990-03-29
1275,JJSF,1989-10-27
1276,JJSF,1991-01-18
1277,JJSF,1991-01-18
1278,JJSF,1992-04-27
1279,JJSF,1992-04-27
1280,JJSF,1994-12-28
1281,GSQD,1993-08-24
1282,GSQD,1994-08-24
1283,GSQD,1995-08-01
1284,FMC,1991-11-01
1285,FMC,1993-05-27
1286,FMC,1994-05-03
1287,FMC,1995-03-31
1288,FMC,1994-06-28
1289,FMC,1995-12-02
1290,FMC,1995-12-02
1291,FMC,1995-05-27
1292,PPG,2005-03-09
1293,PCAR,1981-05-27
1294,ITT,1999-06-04
1295,AFCG,1998-11-02
1296,AFCG,1998-11-13
1297,AFCG,1998-12-30
1298,AFCG,1998-08-05
1299,DNZ,1979-11-05
1300,DNZ,1982-02-24
1301,DNZ,1983-03-23
1302,DNZ,1983-11-10
1303,DNZ,1985-09-30
1304,XYF,2007-04-18
1305,ECOL,2003-02-05
1306,MTSI,2005-12-23
1307,SAIC,2000-10-27
1308,ITT,1974-11-15
1309,ITT,1975-06-19
1310,ITT,1975-09-05
1311,GSQD,1982-01-18
1312,MMM,1997-05-01
1313,MMM,2001-04-24
1314,MMM,2001-01-10
1315,MMM,2004-04-01
1316,PPG,1977-05-27
1317,PPG,1977-11-16
1318,PPG,1980-09-24
1319,PPG,1980-04-02
1320,PPG,1982-07-28
1321,PPG,1982-02-16
1322,PPG,1982-04-02
1323,PPG,1982-04-05
1324,PPG,1979-09-27
1325,PPG,1984-12-17
1326,PPG,1994-10-20
1327,PPG,1995-10-20
1328,PPG,1995-08-23
1329,PPG,1997-03-24
1330,PPG,1998-05-14
1331,PPG,1998-01-30
1332,PPG,2000-02-07
1333,PPG,2001-04-26
1334,PPG,2001-11-21
1335,PPG,2002-10-22
1336,PPG,1995-09-04
1337,PPG,1996-12-04
1338,SBFG,2001-05-17
1339,SBFG,2002-01-11
1340,SBFG,2002-01-11
1341,JJSF,1995-01-13
1342,XRAY,1999-10-08
1343,ITT,1985-12-27
1344,ITT,1990-02-15
1345,ITT,1991-04-22
1346,FMC,2001-03-02
1347,FMC,2002-09-13
1348,FMC,2001-12-10
1349,MITT,1997-10-30
1350,MITT,1997-03-07
1351,ON,2006-03-09
1352,ON,2006-03-09
1353,ITT,1984-10-15
1354,ITT,1987-11-25
1355,ITT,1987-10-05
1356,ITT,1987-11-25
1357,ITT,1989-11-13
1358,ITT,1990-11-05
1359,ITT,1990-08-07
1360,ITT,1991-12-16
1361,MMM,1997-05-01
1362,MMM,1998-07-13
1363,MMM,1998-10-28
1364,MMM,1998-09-16
1365,MMM,1999-06-09
1366,MMM,1999-02-12
1367,MMM,1995-08-14
1368,MMM,1997-09-26
1369,MMM,1999-06-11
1370,MMM,1997-09-26
1371,MMM,1998-10-28
1372,MMM,2000-07-07
1373,MMM,1998-10-28
1374,MMM,2000-10-25
1375,MMM,2001-01-23
1376,MMM,1999-08-13
1377,MMM,2000-07-07
1378,MMM,2000-10-25
1379,MMM,2001-04-05
1380,MMM,1998-02-18
1381,MMM,2001-01-17
1382,MMM,2000-09-25
1383,MMM,2002-06-25
1384,MMM,2001-03-15
1385,MMM,2002-11-15
1386,MMM,2001-01-17
1387,MMM,1999-03-19
1388,MMM,2001-01-08
1389,MMM,2004-09-03
1390,MMM,2001-05-02
1391,MMM,2003-07-03
1392,MMM,2001-08-21
1393,MMM,2004-05-04
1394,MMM,2004-07-29
1395,MMM,2004-12-17
1396,MMM,2005-12-23
1397,MMM,2005-09-02
1398,MMM,2007-10-16
1399,MMM,2005-12-23
1400,MMM,2008-01-03
1401,MMM,2005-09-22
1402,SBFG,1996-07-08
1403,NCR,1981-10-02
1404,NCR,1982-11-01
1405,SBFG,2000-08-18
1406,NCR,1973-03-07
1407,ITT,1975-08-26
1408,ITT,1976-01-27
1409,GSQD,1994-01-31
1410,NCR,1995-12-20
1411,JJSF,1977-05-11
1412,BP,1997-12-30
1413,BP,1997-12-30
1414,BP,1997-12-30
1415,BP,1998-02-11
1416,JJSF,2003-04-10
1417,VIAO,2004-02-11
1418,VIAO,2004-01-27
1419,VIAO,2007-01-31
1420,PAR,1995-04-21
1421,PAR,1996-04-26
1422,PAR,1997-07-21
1423,PAR,1999-03-11
1424,PAR,2000-05-01
1425,PAR,2004-06-17
1426,PAR,2007-04-19
1427,HPQ,2003-02-10
1428,ECOL,1975-12-04
1429,ITT,1993-02-17
1430,ITT,1992-12-14
1431,ITT,1994-08-15
1432,ITT,1994-02-17
1433,SAIC,2001-05-09
1434,SAIC,2002-08-09
1435,SAIC,2002-08-09
1436,SAIC,2002-08-09
1437,SAIC,2002-08-09
1438,SAIC,2003-01-17
1439,SAIC,2004-03-11
1440,SAIC,2002-08-09
1441,SAIC,2004-11-04
1442,SAIC,2004-03-02
1443,SAIC,2005-10-11
1444,SAIC,2006-02-03
1445,SAIC,2006-03-16
1446,SAIC,2007-07-03
1447,ITT,1969-11-24
1448,ITT,1975-01-13
1449,ITT,1978-06-28
1450,NCR,1991-09-09
1451,NCR,1974-11-11
1452,PPG,2003-08-18
1453,PPG,2005-11-16
1454,ITT,1996-03-29
1455,SAIC,1998-06-02
1456,SAIC,1998-06-02
1457,SAIC,2000-10-27
1458,SAIC,2000-10-27
1459,SAIC,2000-10-27
1460,SAIC,2000-10-27
1461,SAIC,2002-12-13
1462,SAIC,2000-10-27
1463,SAIC,2002-11-26
1464,SAIC,2003-08-20
1465,SAIC,2002-11-26
1466,SAIC,2005-05-24
1467,SAIC,2003-07-08
1468,SAIC,2003-04-17
1469,SAIC,2004-01-14
1470,KT,1973-08-20
1471,NCR,1984-08-23
1472,PFIN,1988-03-07
1473,ITT,1975-04-07
1474,ITT,1982-07-19
1475,ITT,1984-06-25
1476,ITT,1993-08-10
1477,FMC,1976-09-15
1478,FMC,1978-01-30
1479,FMC,1979-03-26
1480,FMC,1980-05-13
1481,FMC,1981-03-12
1482,UVE,1983-12-23
1483,UVE,1985-09-24
1484,QCOM,2002-08-27
1485,NCR,1976-06-14
1486,GSQD,1976-08-02
1487,QCOM,1999-12-30
1488,QCOM,1999-12-30
1489,EMKR,2002-02-19
1490,EMKR,2002-10-02
1491,EMKR,2007-09-12
1492,EMKR,2004-10-15
1493,ITT,1975-07-03
1494,ITT,1975-07-03
1495,ITT,1975-07-03
1496,ITT,1981-05-04
1497,JJSF,1992-02-26
1498,JJSF,1993-08-02
1499,JJSF,1996-10-22
1500,ECOL,1982-01-25
1501,ITT,2000-07-05
1502,JJSF,1978-06-15
1503,UVE,1974-09-26
1504,UVE,1974-10-29
1505,UVE,1976-01-20
1506,UVE,1976-09-01
1507,UVE,1978-02-07
1508,UVE,1978-05-19
1509,UVE,1979-07-09
1510,UVE,1979-06-07
1511,UVE,1982-07-01
1512,UVE,1982-09-03
1513,UVE,1984-03-27
1514,UVE,1988-08-23
1515,ITT,1975-08-20
1516,FLNG,2000-10-10
1517,FLNG,2001-07-31
1518,FLNG,2002-12-10
1519,FLNG,2001-12-20
1520,FLNG,2003-02-11
1521,FLNG,2002-04-05
1522,FLNG,2003-04-14
1523,FLNG,2002-09-13
1524,RMRM,1986-02-18
1525,NCR,2002-10-15
1526,NCR,2001-10-23
1527,ECOL,1978-05-10
1528,ECOL,1975-01-20
1529,UVE,2000-04-27
1530,UVE,1999-12-23
1531,UVE,2005-02-15
1532,ITT,1975-05-19
1533,ITT,1977-09-14
1534,ITT,1977-09-14
1535,ITT,1980-04-30
1536,ITT,1980-10-31
1537,ITT,1981-05-01
1538,ITT,1981-10-22
1539,ITT,1980-10-31
1540,ITT,1981-07-13
1541,ITT,1981-07-13
1542,ITT,1982-11-15
1543,ITT,1982-11-15
1544,ITT,1982-11-15
1545,ITT,1982-10-18
1546,ITT,1982-11-15
1547,ITT,1982-11-15
1548,ITT,1976-02-27
1549,ITT,1976-02-27
1550,ITT,1976-02-27
1551,ITT,1976-02-27
1552,NVEC,2003-11-17
1553,ITT,1979-09-19
1554,ITT,1983-07-15
1555,ITT,1983-12-16
1556,LYTS,1998-12-31
1557,ITT,1989-01-26
1558,ITT,1990-01-05
1559,ITT,1990-12-05
1560,TLK,2004-12-21
1561,TLK,2004-12-23
1562,MMM,1998-02-03
1563,MMM,1997-10-03
1564,MMM,1999-11-19
1565,MMM,1996-10-08
1566,MMM,2000-01-13
1567,MMM,2001-11-28
1568,LYTS,2001-06-14
1569,SIGA,1995-06-07
1570,ECOL,1974-05-08
1571,EDOG,1996-10-29
1572,EDOG,1997-07-16
1573,ECOL,1995-12-21
1574,LYTS,1994-05-13
1575,LYTS,1996-01-09
1576,LYTS,1997-04-23
1577,ACR,1994-10-12
1578,ACR,1995-10-12
1579,ACR,1995-06-06
1580,ACR,1995-06-06
1581,ACR,1995-06-06
1582,ACR,1995-06-06
1583,ACR,1997-12-24
1584,ACR,1997-09-02
1585,ACR,2003-05-21
1586,ACR,2000-05-16
1587,ACR,2000-05-16
1588,ABB,2004-12-23
1589,PCAR,2002-11-27
1590,PCAR,2002-08-02
1591,LB,2001-08-08
1592,PCAR,2003-06-06
1593,PCAR,2003-06-06
1594,PCAR,2004-03-11
1595,PCAR,2003-12-05
1596,PCAR,2005-01-28
1597,PCAR,2004-11-12
1598,MMM,2001-11-20
1599,RFIL,2006-05-11
1600,RFIL,2006-05-11
1601,RFIL,2006-05-11
1602,RFIL,2006-05-11
1603,ADCT,2001-04-03
1604,ADCT,2001-05-18
1605,ADCT,2001-05-18
1606,ADCT,2008-01-14
1607,UVE,2005-06-16
1608,UVE,2005-11-07
1609,UVE,2005-11-07
1610,QCOM,2003-06-27
1611,LYTS,2002-09-25
1612,QCOM,1995-01-31
1613,QCOM,1994-10-06
1614,QCOM,1995-07-31
1615,QCOM,1996-08-29
1616,QCOM,1998-01-30
1617,QCOM,1996-10-10
1618,QCOM,2002-01-23
1619,QCOM,2002-02-14
1620,QCOM,2002-02-14
1621,QCOM,2002-12-05
1622,QCOM,1994-10-16
1623,QCOM,1995-06-01
1624,QCOM,2004-02-19
1625,QCOM,2004-02-17
1626,CMCT,1999-12-22
1627,ASML,2006-10-26
1628,ASML,2006-04-13
1629,ASML,2006-11-17
1630,ASML,2004-08-27
1631,PPG,2005-05-18
1632,PPG,1973-12-19
1633,PPG,1975-01-29
1634,PPG,1974-03-04
1635,PPG,1976-02-26
1636,PPG,1976-08-04
1637,PPG,1974-03-06
1638,PPG,1977-07-11
1639,PPG,1977-09-12
1640,DWPP,1990-08-08
1641,DWPP,1993-11-23
1642,IACA,2002-09-09
1643,IACA,2003-11-17
1644,QCOM,2002-02-14
1645,MMM,2001-08-21
1646,MMM,2002-05-30
1647,MMM,2002-06-21
1648,LB,1994-04-19
1649,KLAC,1988-02-19
1650,KLAC,1989-11-06
1651,EMKR,2005-03-14
1652,EMKR,2005-09-19
1653,SNLN,1997-10-09
1654,UVE,2001-08-31
1655,UVE,2002-12-10
1656,UVE,2004-08-10
1657,UVE,2004-12-14
1658,UVE,2004-04-13
1659,UVE,2006-03-06
1660,UVE,2000-03-13
1661,UVE,1999-11-18
1662,UVE,2003-07-02
1663,ITT,2002-07-02
1664,LYTS,1990-10-18
1665,LYTS,2000-06-27
1666,LYTS,2000-04-05
1667,LYTS,2000-12-22
1668,LYTS,2002-08-01
1669,AMNA,2003-02-18
1670,AMNA,2007-06-29
1671,AGNG,1997-06-25
1672,UVE,2003-04-09
1673,UVE,2004-06-16
1674,UVE,2005-09-09
1675,UVE,2006-07-24
1676,AGNG,2003-02-26
1677,LYTS,1996-12-23
1678,LYTS,1996-12-23
1679,LYTS,1996-12-23
1680,LYTS,1996-12-23
1681,LYTS,1997-04-10
1682,LYTS,1996-12-23
1683,MMM,2001-02-22
1684,FLOW,2005-12-22
1685,FLOW,2005-12-23
1686,FLOW,2006-12-01
1687,FLOW,2006-12-01
1688,FLOW,2006-04-03
1689,FLOW,2006-04-03
1690,FLOW,2007-11-13
1691,FLOW,2007-11-13
1692,NCR,1994-06-03
1693,NCR,1994-06-03
1694,USCR,1995-04-04
1695,BP,1989-02-23
1696,ADCT,2000-10-10
1697,ADCT,2000-10-06
1698,ADCT,2000-11-06
1699,ADCT,2000-10-06
1700,ADCT,2001-07-20
1701,ADCT,2001-04-25
1702,ADCT,2001-07-20
1703,ADCT,2000-10-06
1704,ADCT,2000-09-26
1705,ADCT,2002-12-27
1706,ADCT,2003-07-18
1707,ADCT,2004-07-12
1708,ADCT,2004-02-12
1709,ADCT,2002-03-27
1710,ADCT,2005-05-25
1711,ADCT,2003-02-06
1712,ADCT,2006-11-29
1713,ADCT,2006-02-20
1714,NCR,2002-05-31
1715,IPGP,2009-02-11
1716,AGNG,2002-08-09
1717,RFIL,2005-06-02
1718,ROLL,2002-04-29
1719,GSQD,1987-08-28
1720,GSQD,1987-12-01
1721,GSQD,1987-10-21
1722,GSQD,1990-02-06
1723,GSQD,1989-07-26
1724,GSQD,1989-07-27
1725,GSQD,1990-03-01
1726,GSQD,1989-01-09
1727,GSQD,1990-03-29
1728,GSQD,1992-02-03
1729,GSQD,1992-11-06
1730,GSQD,1992-11-12
1731,LYTS,1988-02-12
1732,STE,2002-10-25
1733,EMKR,2003-11-25
1734,ADCT,2001-03-01
1735,PCAR,1996-05-01
1736,SLG,1993-05-19
1737,MIND,1995-02-21
1738,NCR,2001-03-28
1739,NCR,2000-09-29
1740,RFIL,2001-06-12
1741,RFIL,2001-06-12
1742,RFIL,2001-06-12
1743,LYTS,1998-07-16
1744,LYTS,1998-07-22
1745,LYTS,2000-10-10
1746,LYTS,2000-10-02
1747,LYTS,2000-07-27
1748,LYTS,2000-10-01
1749,LYTS,2005-02-09
1750,LYTS,2005-10-25
1751,LYTS,2004-12-08
1752,LYTS,2005-10-24
1753,LYTS,2005-12-19
1754,LYTS,2005-08-17
1755,LYTS,2006-11-08
1756,ITT,2005-05-16
1757,CTS,1998-04-29
1758,ASML,2003-02-13
1759,ASML,2003-12-19
1760,ASML,2003-09-11
1761,ASML,2003-12-24
1762,ASML,2003-10-24
1763,ASML,2003-11-12
1764,ASML,2004-12-27
1765,ASML,2005-06-28
1766,ASML,2003-10-02
1767,QCOM,2002-02-15
1768,QCOM,2002-06-13
1769,QCOM,2004-02-23
1770,QCOM,2003-07-22
1771,DWPP,2001-09-06
1772,EMKR,1991-12-04
1773,EMKR,1999-05-27
1774,EMKR,2000-09-27
1775,EMKR,2001-02-07
1776,EMKR,2001-02-07
1777,EMKR,2002-10-10
1778,EMKR,2002-11-26
1779,IACA,2004-09-30
1780,IACA,2002-10-11
1781,IACA,2002-09-09
1782,ECOL,1974-12-09
1783,ECOL,1976-07-22
1784,ECOL,1977-03-16
1785,ASML,2002-07-31
1786,ASML,2004-09-23
1787,ASML,2004-12-28
1788,ASML,2006-12-29
1789,ASML,2004-12-09
1790,AGNG,1995-11-01
1791,AGNG,1998-10-22
1792,AGNG,2001-06-25
1793,LYTS,2003-12-05
1794,MTSC,2003-09-03
1795,NCR,1997-08-22
1796,NCR,1997-09-04
1797,AGNG,2001-04-05
1798,ABB,2001-04-17
1799,FFIV,2000-05-17
1800,NVEC,2000-10-02
1801,LYTS,2001-06-06
1802,LYTS,2000-11-30
1803,LYTS,2001-02-15
1804,LYTS,2001-03-13
1805,LYTS,2001-06-04
1806,LYTS,2001-06-19
1807,LYTS,2001-03-14
1808,LYTS,2001-01-26
1809,LYTS,2001-06-26
1810,LYTS,2001-11-13
1811,LYTS,2001-03-06
1812,LYTS,2001-06-15
1813,LYTS,2001-06-29
1814,LYTS,2000-12-11
1815,LYTS,2002-07-10
1816,LYTS,2002-09-11
1817,LYTS,2001-04-06
1818,LYTS,2001-10-02
1819,LYTS,2001-10-02
1820,LYTS,2003-06-02
1821,LYTS,2004-08-26
1822,LYTS,2003-08-27
1823,LYTS,2003-06-09
1824,LYTS,2003-09-17
1825,LYTS,2004-07-28
1826,LYTS,2001-05-04
1827,LYTS,2004-08-23
1828,LYTS,2004-09-22
1829,LYTS,2005-06-24
1830,LYTS,2004-11-19
1831,LYTS,2005-10-05
1832,LYTS,2006-08-18
1833,LYTS,2001-03-29
1834,CVV,1993-06-08
1835,CVV,1993-04-05
1836,CVV,1993-04-05
1837,GSQD,1990-05-17
1838,GSQD,1991-09-23
1839,GSQD,1991-11-18
1840,DWPP,2002-01-28
1841,DWPP,2004-08-31
1842,DWPP,2004-05-12
1843,DWPP,2002-03-29
1844,DWPP,2002-04-24
1845,DWPP,2003-04-28
1846,DWPP,2003-09-22
1847,DWPP,2004-01-12
1848,DWPP,2004-01-12
1849,DWPP,2004-07-02
1850,DWPP,2004-07-19
1851,ACIU,1998-12-22
1852,ACIU,1998-12-22
1853,ACIU,1998-12-22
1854,ACIU,1998-12-22
1855,ACIU,1997-12-22
1856,ASML,2005-12-07
1857,RFIL,2005-12-14
1858,DNZ,1989-05-16
1859,MMM,2002-12-04
1860,MMM,2004-05-20
1861,MMM,2006-09-06
1862,ECOL,2005-06-14
1863,LYTS,1998-04-17
1864,LYTS,1998-04-17
1865,LYTS,1998-04-17
1866,LYTS,1998-04-17
1867,LYTS,1998-04-17
1868,LYTS,1998-04-17
1869,LYTS,1998-04-17
1870,LYTS,1998-04-17
1871,LYTS,2001-04-11
1872,LYTS,2001-06-12
1873,LYTS,2001-05-04
1874,LYTS,2001-03-13
1875,LYTS,2001-05-15
1876,LYTS,2001-04-18
1877,LYTS,2000-12-13
1878,LYTS,2000-10-04
1879,LYTS,2000-10-04
1880,LYTS,2001-06-12
1881,LYTS,2001-10-18
1882,LYTS,2002-05-22
1883,LYTS,2001-12-12
1884,LYTS,2001-06-12
1885,LYTS,2001-03-30
1886,LYTS,2002-09-25
1887,LYTS,2001-05-04
1888,LYTS,2002-10-21
1889,LYTS,2002-09-25
1890,LYTS,2002-03-27
1891,LYTS,2002-12-31
1892,LYTS,2002-12-03
1893,LYTS,2003-03-05
1894,LYTS,2001-12-12
1895,LYTS,2002-04-15
1896,LYTS,2001-12-21
1897,LYTS,2002-10-21
1898,LYTS,2003-08-04
1899,LYTS,2002-06-19
1900,LYTS,2002-02-25
1901,LYTS,2003-10-27
1902,LYTS,2003-01-22
1903,LYTS,2001-06-18
1904,LYTS,2003-04-30
1905,LYTS,2003-09-04
1906,LYTS,2002-12-13
1907,LYTS,2002-04-30
1908,LYTS,2003-07-17
1909,LYTS,2002-11-19
1910,LYTS,2002-11-12
1911,LYTS,2003-10-17
1912,LYTS,2003-05-06
1913,LYTS,2004-06-23
1914,LYTS,2003-10-23
1915,LYTS,2004-09-08
1916,LYTS,2003-03-13
1917,LYTS,2004-04-23
1918,LYTS,2004-11-30
1919,LYTS,2004-04-25
1920,LYTS,2002-05-01
1921,LYTS,2003-09-22
1922,LYTS,2003-05-05
1923,LYTS,2004-11-30
1924,LYTS,2003-08-26
1925,LYTS,2003-08-22
1926,LYTS,2003-09-04
1927,LYTS,2004-11-30
1928,LYTS,2005-11-09
1929,LYTS,2005-02-10
1930,LYTS,2005-10-24
1931,LYTS,2005-10-24
1932,LYTS,2004-07-20
1933,LYTS,2005-01-20
1934,LYTS,2005-10-27
1935,LYTS,2005-10-24
1936,LYTS,2007-02-13
1937,ECOL,1995-12-14
1938,JPM,2000-07-31
1939,AGNG,2006-02-06
1940,CNEY,1993-01-04
1941,LYTS,1992-07-10
1942,LYTS,1994-06-02
1943,LYTS,1994-08-30
1944,LYTS,1995-03-31
1945,LYTS,1995-09-29
1946,LYTS,1995-06-06
1947,SCPE,2006-08-17
1948,SGH,1995-07-10
1949,SGH,1996-07-09
1950,ACIU,1998-12-22
1951,ACIU,1998-12-22
1952,ACIU,1998-12-22
1953,ACIU,1998-12-22
1954,ACIU,1998-12-22
1955,ACIU,1998-12-22
1956,EMKR,1997-06-30
1957,EMKR,1996-10-03
1958,EMKR,1997-06-30
1959,EMKR,1996-09-30
1960,EMKR,1999-06-30
1961,EMKR,1999-04-23
1962,GSQD,1983-03-08
1963,NVDA,2003-02-07
1964,NVDA,2003-06-17
1965,SAIC,1980-02-13
1966,SAIC,1980-05-15
1967,SAIC,1982-09-23
1968,NCR,1987-04-24
1969,NCR,1988-12-22
1970,NCR,1975-06-25
1971,RFIL,1999-07-23
1972,SAP,2001-09-20
1973,SAP,2001-09-20
1974,MSON,2002-05-08
1975,MSON,2002-02-28
1976,NVDA,2000-11-13
1977,NVDA,2000-11-13
1978,NVDA,2005-05-06
1979,NVDA,2003-10-30
1980,NVDA,2003-05-23
1981,NVDA,2007-04-17
1982,MIND,1991-02-12
1983,MIND,1995-02-03
1984,AME,2000-09-29
1985,ITT,1974-09-25
1986,NVDA,2002-06-14
1987,INFO,2003-05-19
1988,FBK,2006-09-22
1989,FBK,2005-12-01
1990,DDD,2000-04-24
1991,DDD,2001-06-08
1992,DDD,2001-08-07
1993,FMC,1993-07-08
1994,FMC,1994-06-15
1995,DNP,2005-12-29
1996,USCR,2006-07-12
1997,STOR,1993-11-29
1998,STOR,1994-06-24
